instanceId,costs,duration,effective,waiting,offTime
143,1150637.0,1622230,129061,1262769,230400
144,3325899.0,2108475,134421,1743654,230400
145,1809251.0,1730383,96539,1633844,0
146,1691329.0,2058115,171292,1656423,230400
147,2783655.0,1666738,156703,1510035,0
148,3038714.0,1605560,150210,1455350,0
149,3061295.0,2023610,177880,1615330,230400
150,1887876.0,1708853,97755,1611098,0
151,2266751.0,1537118,117774,1419344,0
152,2303021.0,1603263,222808,1380455,0
153,3146045.0,1957493,167101,1559992,230400
154,2270694.0,1999333,127346,1871987,0
155,1661476.0,1586246,203275,1382971,0
156,2099132.0,1549291,120378,1428913,0
157,3329183.0,1999772,134048,1865724,0
158,1764687.0,2012938,219538,1793400,0
159,4599474.0,1592101,190944,1401157,0
160,2767205.0,1897941,230772,1436769,230400
161,1818786.0,1929678,111079,1818599,0
162,2165402.0,1946751,144001,1802750,0
163,2161535.0,1986717,164537,1822180,0
164,2267776.0,1935509,106005,1829504,0
165,1937272.0,1911032,80346,1830686,0
166,1265151.0,1888206,70153,1818053,0
167,1283442.0,1929375,113669,1815706,0
168,4335327.0,1977713,247602,1730111,0
169,4698819.0,1932083,203661,1728422,0
170,2743904.0,1966722,238060,1728662,0
171,2800651.0,2215661,224484,1760777,230400
172,2886212.0,2225394,203795,1791199,230400
173,1771918.0,2233884,98938,1674146,460800
174,4783214.0,2272104,196164,1615140,460800
175,1148490.0,2230379,106257,1663322,460800
176,2505614.0,2236359,151128,2085231,0
177,2465925.0,2293584,210310,2083274,0
178,3362839.0,2259983,169430,2090553,0
179,1609447.0,2337097,216790,2120307,0
180,1505419.0,2232727,93331,2139396,0
181,4686832.0,2302416,186167,2116249,0
182,1162995.0,2213186,68274,2144912,0
183,1759807.0,2235057,69655,2165402,0
184,1433289.0,2639320,91451,2317469,230400
185,1374167.0,2198965,98645,2100320,0
186,3847551.0,2314340,222975,2091365,0
187,2314239.0,2150241,109013,2041228,0
188,3189262.0,2190095,220212,1969883,0
